Title,Time,Category,Link,Claim,Investigation,SourcesLinks
هذا المقطع يظهر احتراق مركب قبالة سواحل سلطنة عُمان، وليس لاستهداف الحوثيين لناقلة نفط بريطانية,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-يظهر-احتراق-مركب-قبالة-سواح/,"احتراق سفينة مشتقات نفطية بريطانية قبالة سواحل الحديدة اليمنية بعد استهدافها بصاروخ..
هل ستكون احتراق السفينة ايذانا بتشكيل تحالف دولي لتأديب الحوثيين..؟
#تحالف_دولي",,[]
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/disarming-disinformation/,,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/fatabyyano-announces-the-launch-of-kinan-the-smart-fact-checking-assistant-in-partnership-with-meedan/,,,
جيبوتي -Djibouti حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/جيبوتي-djibouti-حملة-covid-19-vs-f19/,,,
اليمن -Yemen حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/اليمن-yemen-حملة-covid-19-vs-f19/,,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/371617829383-2/,#عاجل_الان: اليابان تحظر لقاحات كورونا بعد زيادة الوفيات… اللقاح تسبب في الكثير من الوفيات الآن اليابان تواجه انهيارًا سكانيًا حيث يموت عدد أكبر من المواطنين أكثر من عدد الذين يولدون… تحذر بقية الدول,,
هذه الصورة لا تظهر صلاة الجنازة على جندي أمريكي في العراق، بل جنازة جندي أمريكي في نيويورك قتل في أفغانستان عام 2008,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-لا-تظهر-صلاة-الجنازة-على-جند/,‏ #الشيعةُ فِي #العراقِ يصلون صلاة الجنازة على جندي أمريكي مقتول على يد المقاومة الإسلامية في #الفلوجة .,,
هذه الصورة متداولة منذ عام 2022 وتعود لإلقاء القبض على متورطين بأعمال تهريب وقود بعدة محافظات عراقية,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-متداولة-منذ-عام-2022-وتعود-لإلق/,"مقطع متداول


تم إلقاء القبض على خاطفين
الكويتيين في الأنبار",,['https://www.ina.iq/159270--.html']
هذا المقطع يظهر اعتذار استراليا عن استخدام دواء “الثاليدوميد” ولا صحة لاحتواء هذه المنتجات الغذائية على خلايا أجنة مجهضة,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-مركب،-ولم-يعتذر-رئيس-وزراء-أ/,"‏هذا الفيديو صادم جدا..
أنتوني ألبانيز رئيس الوزراء الاسترالي يعتذر في مجلس النواب باسم الانسانية عن هذه الجريمة النكراء لاستخدام بعض الشركات خلايا مخلقة من الأجنة المجهضة في بعض الاطعمة الغدائية.
المدهش ان من معظمها شركات ومن بينها بيبسي كولا ولايز ونستلة تدعم العدوان الصهيوني وقتل الأطفال في غزة !!
فاذا كانت مقاطعة هذه الشركات ليست لفريضة انسانية فان مقاطعتها أصبح واجبا لفريضة الحفاظ على الصحة العامة.",,['https://fatabyyano.net/%d9%87%d8%b0%d9%87-%d8%a7%d9%84%d8%a7%d8%af%d8%b9%d8%a7%d8%a1%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%aa%d8%af%d8%a7%d9%88%d9%84%d8%a9-%d8%ad%d9%88%d9%84-%d8%a7%d9%86%d9%82%d8%b7%d8%a7%d8%b9-%d8%a7%d9%84/']
هذه الصورة قديمة وليست للقاء جمع بين محمد حمدان دقلو مع المبعوثة الأمريكية في جيبوتي,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-قديمة-وليست-للقاء-جمع-بين-مح/,لقاء جمع بين الفريق محمد حمدان دقلو المبعوثة الامريكية في دولة جيبوتي,"هذه الصورة قديمة وتعود للقاء جمع بين محمد دقلو مع مبعوثة الاتحاد الأوروبي للقرن الافريقي في أبريل الماضي وليست المبعوثة الأمريكية
بحسب تقرير بي بي سي في 26 ديسمبر 2023 -دون تصرف -: أرسلت منظمة “إيغاد” دعوات رسمية إلى قائد الجيش السوداني الفريق عبد الفتاح البرهان وقائد قوات الدعم السريع، محمد حمدان دقلو (حميدتي)، خطابات رسمية من أجل عقد لقاء مباشر بينهما في مسعي منها لوقف الحرب الدموية في السودان.
وحددت المنظمة مقرها الرئيسي في جيبوتي مكانا للاجتماع والمقرر له الخميس 28 ديسمبر، لكن حتى الآن لم تصدر تعليقات رسمية من طرفي النزاع بالموافقة على اللقاء في الزمان والمكان المحددين.
إثر ذلك، تناقل ناشطون على فيسبوك صورة يدّعون أنها تظهر لقاء جمع بين حميدتي والمبعوثة الأمريكية في جيبوتي،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادعاء غير صحيح،
إذ من خلال البحث العكسي عن الصورة في محرك جوجل، تبين أنها قديمة،
إذ نشرتها عدة مصادر محلية سودانية في 11 أبريل 2023، أي قبل بداية الحرب بين قوات الدعم السريع والجيش السوداني بأيام،
وذلك في سياق لقاء جمع بين محمد حمدان دقلو مع مبعوثة الاتحاد الأوروبي للقرن الافريقي “أنيتا فيبر“،
بمتابعة البحث بهذه التفاصيل في المصادر الرسمية، تبين أن الصورة كانت قد نشرتها وكالة السودان للأنباء “سونا” في 11 أبريل 2023،
إلى جانب عدة صور أخرى توثق الحدث من زوايا مختلفة،
وبحسب الوكالة – دون تصرف – “استقبل نائب رئيس مجلس السيادة، الفريق أول محمد حمدان دقلو، اليوم 11 أبريل، أنيتا فيبر، مبعوثة الاتحاد الأوروبي للقرن الافريقي، بحضور السفير ايدان اوهارا، رئيس بعثة الاتحاد الأوروبي بالسودان. وبحث اللقاء التطورات السياسية بالبلاد.”

اقرأ أيضًا: هذه الصورة ليست لجثث ملقاة في مدينة ود مدني، بل هي إعلان لشركة إتصالات هندية في عام 2009 
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم صورة قديمة في غير سياقها من أجل ترويج خبر غير صحيح.",
هذا الفيديو يعود لطائرة سقطت في إيران بسبب عطل فني ولا يظهر مسيرة من اليمن سقطت في مصر,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/المشاهد-الواردة-في-هذا-المقطع-تعود-لسق/,متداول| سقوط طائرة مسيرة يمنية في الأراضي المصرية كانت في طريقها من اليمن إلى “إيلات”.,"حصد الادعاء عشرات التفاعلات، ومئات المشاهدات حتى تاريخ كتابة هذا المقال 19 ديسمبر 2023
إثر ذلك أجرى فريق “فتبينوا” تحريًا حول حقيقة الادعاء المتداول، فأسفر عن الآتي:",[]
هذه الصورة ليست لجثث ملقاة في مدينة ود مدني، بل هي إعلان لشركة إتصالات هندية في عام 2009,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-ليست-لجثث-ملقاة-في-مدينة-ود-م/,كبر الصورة عشان تشوف الجنجويد الضبان….بل فى شارع النيل مدنى….وغدا لناظره قريب……قلنا ليكم العبرة بالنهايات..الله أكبر ولا نامت أعين الجبناء والعزة للاسلام ولجيشنا البطل,,[]
هذا الفيديو ليس لسفينة استهدفها الحوثيون في البحر الأحمر حديثًا، بل يعود لاحتراق سفينة في سريلانكا عام 2021,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-ليس-لسفينة-استهدفها-الحوث/,مقطع فيديو لاحدي السفن التي تم ضربهن يوم امس من قبل القوات البحريه اليمنيه وهي تحترق الجديد وصل حريق السفينة أمام المدمرات التي ذهبت لإنقاذها والتي لاذت بالفرار من هول المنظر هو الله,"هذا المقطع يعود لاحتراق سفينة في سريلانكا عام 2021 وليس لسفن إسرائيلية استهدفها الحوثيون حديثًا في البحر الأحمر
نقلًا عن وكالة فرانس24 -دون تصرف-: “قالت الولايات المتحدة في وقت سابق الثلاثاء إنها ستطلق قوة عمل من السفن لحماية عمليات الشحن في البحر الأحمر وخليج عدن، وهما طريقان رئيسيان للتجارة، من الهجمات المتزايدة التي يشنها الحوثيون في اليمن. ويكثف الحوثيون هجماتهم ردا على الهجوم الإسرائيلي على قطاع غزة، مما أجبر شركة النفط الكبرى (بي.بي) وشركات شحن مثل ميرسك على تجنب المرور من المنطقة.” في هذا السياق، تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يصور سفنًا محترقة بعد أن استهدفها الحوثيون في البحر الأحمر،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادعاء غير صحيح،
إذ قاد البحث العكسي عن إحدى لقطات المقطع الثابتة في محرك جوجل إلى موقع تلفزيون الصين المركزي CCTV،
والذي كان قد نشر المشاهد ذاتها في 27 مايو 2021 مبينًا أنها تظهر احتراق سفينة الحاويات ” Express Pearl” التي كانت راسية بالقرب من ميناء كولومبو في سريلانكا في 26 مايو 2021،


لقطة شاشة تظهر مشاهد الادعاء متداولة في 27 مايو 2021 ضمن تقرير نشره التلفزيون الصيني حول احتراق سفينة في سريلانكا

كما أفاد الموقع في تفاصيل الحدث، أن النيران دمرت ما بين 70٪ إلى 80٪ من الحاويات الموجودة على السفينة.
وبعد اندلاع الحريق، تم إجلاء جميع أفراد الطاقم على متن السفينة بسلام.
فيما قاد البحث بهذه التفاصيل إلى عدة مصادر محلية ودولية نشرت مشاهد مشابهة توثق هذا الحدث من زوايا مختلفة هنـا، هنـا وهنـا،

 
اقرأ أيضًا: هذا الفيديو يعود لاحتراق سفينة قرب سواحل سريلانكا عام 2021 وليس للسفينة التي أعلن الحوثيون استهدافها مؤخرًا
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا قديمًا في غير سياقه الأصلي.",
هذا الفيديو متداول منذ عام 2016 ولا يظهر حشود يمنية تتجه نحو البحر الأحمر مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-متداول-منذ-عام-2016-ولا-يظهر-حش/,"حشود يمنية كبيرة تتجه نحو البحر الأحمر للتصدي لأي نوع من أنواع التهديد رافعين شعار


*هذا البحر بحرنا*
*وفلسطين قضيتنا …*


#عزيز_يا_يمن",,[]
هذا المقطع ليس لانفجار أنبوب مياه مخصص لإغراق أنفاق غزة، بل لانفجار خط مياه في السعودية عام 2016,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-ليس-لانفجار-أنبوب-مياه-مخصص/,إنفجار أنبوب ماء للصهاينة كانوا يستخدمونه لإغراق أنفاق غزة.,,[]
هذا المقطع متداول منذ يونيو الماضي على أنه من تدريبات للقوات البحرية الأمريكية وليس للقبض على قناص إسرائيلي في غزة حديثًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-متداول-منذ-يونيو-الماضي-على/,دى مش المسافة صفر دى المسافة تحت الصفر قناص يهودي,"هذا المقطع متداول منذ أشهر ولا يظهر القبض على قناص إسرائيلي في غزة في ظل الحرب الجارية هناك
نقلًا عن وكالة بي بي سي -دون تصرف-: في حصيلة وُصفت بأنها الأقسى من نوعها منذ بدءِ الهجوم البري على قطاع غزة، أعلن الجيش الإسرائيلي يوم الأربعاء 13 ديسمبر مقتل تسعة من جنوده على الأقل في كمين في منطقة الشجاعية شمالي القطاع. ومن بين القتلى عقيد ورائد في كتيبة 13 في لواء “غولاني” أحد أكبر وأهم الألوية في الجيش الإسرائيلي. في وقت سابق، أعلن الجيش الإسرائيلي مقتل 20 من جنوده بسبب نيران صديقة وحوادث عسكرية خلال العمليات البرية الدائرة في قطاع غزة. ويمثل هذا العدد نحو خُمس إجمالي القتلى العسكريين المعلن عنهم.
في أعقاب ذلك، تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يظهر عناصر من حماس يلقون القبض على قناص إسرائيلي في غزة،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادعاء غير صحيح،
إذ من خلال البحث العكسي عن إحدى لقطات المقطع الثابتة في محرك جوجل تبين أنه قديم،
حيث نشره حساب باسم the_peripheral@ على تيك توك في 10 يونيو 2023، أي قبل بداية الحرب بأشهر،
فيما أفاد في وصفه أنه يظهر جنديا من قوات مشاة البحرية الأمريكية “Marines” يغفو خلال تدريبات عسكرية،


لقطة شاشة تظهر مقطع الادعاء منشورًا على تيك توك في 10 يونيو 2023

كما يشارك الحساب العديد من المقاطع الأخرى التي تظهر جانبا من تدريبات للقوات الأمريكية هنـا، هنـا وهنـا.
هذا ويمكن مطابقة زيّ الجندي الظاهر في المقطع مع الزيّ العسكري الذي يرتديه عناصر البحرية الأمريكية في فيديوهات تعود لتدريبات مختلفة هنـا وهنـا.


لقطة تظهر أحد مشاهد مقطع الادعاء المتداول مقارنة مع لقطة من تدريبات للقوات البحرية الأمريكية

وتداول المقطع منذ يونيو الماضي ينفي أن يكون حديثًا ومتعلقا بالحرب الجارية منذ 07 أكتوبر 2023
اقرأ أيضًا: هذا الفيديو ليس من استهداف الآليات الإسرائيلية في قطاع غزة حديثًا بل متداول منذ عام 2014 
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا من تدريبات للبحرية الأمريكية وتداوله بشكل مضلل على أنه يظهر قيام مقاتلي حماس بالقبض على قناص إسرائيلي في غزة.",
هذا المقطع يعود لفعالية نظمت في 16 نوفمبر الماضي ولا علاقة لها بالحرب أو بالحملة الإعلانية التي قامت زارا بسحبها مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-يعود-لفعالية-نظمت-في-16-نوفمب/,بعد قيام شركة zara باشهار مهين حول حرب غزة ، الشعب الأمريكي يرمي كل ملابس zara أمام الشركة,"مقطع إلقاء الملابس أمام شركة زارا ليس بسبب حملتها الإعلانية الأخيرة بل متداول قبل دعوات المقاطعة والحملة بأسابيع
نقلًا عن وكالة رويترز -بدون تصرف-: سحبت شركة “زارا” حملة إعلانية ظهرت فيها تماثيل ملفوفة باللون الأبيض، مما أثار دعوات للمقاطعة واحتجاجات خارج المتاجر من قبل بعض النشطاء المؤيدين لفلسطين، فيما قالت شركة زارا يوم الثلاثاء إنها تأسف “لسوء الفهم”. إثر ذلك، تناقل ناشطون على فيسبوك مقطعًا يدعون أنه يظهر أمريكيين يلقون الملابس أمام مقر شركة زارا احتجاجًا على هذه الحملة،

إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادعاء غير صحيح،
إذ من خلال البحث العكسي عن إحدى مشاهد المقطع الثابتة في محرك جوجل،

تبين أن المقطع كان قد نشر بواسطة منصة Vestiaire Collective، المختصة ببيع وشراء الملابس المستعملة،
فيما نشرت المقطع عبر حساباتها على مواقع التواصل في 16 نوفمبر 2023،
 أي قبل أسابيع من إطلاق زارا حملتها الدعائية التي أثارت دعوات المقاطعة،
كما أضافت في وصفه أنه يشكل جزءا من حملة بعنوان “فكر أولا، اشترٍ ثانيا – Think First, Buy Second-،


لقطة شاشة من صفحة حملة Think First, Buy Second في منصة Vestiaire Collective 

بينما أوضحت المنصة أن الحملة أطلقت في16 نوفمبر قبل شهر تقريبا من إطلاق زارا حملتها الدعائية،
لتحث خلالها المستهلكين على أن يكونوا أكثر تفكيرًا بشأن مشترياتهم والامتناع عن شراء علامات تجارية مثل Zara وUniqlo وMango.
بهدف تقليل كمية النفايات الناتجة عن الملابس المصنّعة عبر خطوط الإنتاج السريع، والتي تبلغ – بحسب المنصة- 92 مليون طن كل عام .
كذلك يظهر واضحًا على إحدى اللوحات الإعلانية الظاهرة في مقطع الادعاء اسم هذه المؤسسة “Vestiaire Collective ” أسفل عبارة “what if fast fashion waste -was on your doorstep”
والتي تعني “ما ذا لو كان الهدر في خطوط إنتاج الموضة السريعة على عتباتكم”
في إشارة إلى أن إلقاء الملابس أمام مقرات هذه العلامات التجارية جاء لتوضيح حجم النفايات المترتبة عن هذه الصناعة.
مما يؤكد أن المقطع يعود لهذه الحملة التي تطلقها منصة “Vestiaire Collective ” ولا علاقة له بدعوات مقاطعة شركة ZARA.

اقرأ أيضًا: هذا المقطع يظهر نائب أمريكي يعترض على مشروع قانون التعاقد عام 2012 وليس على ما يحدث في غزة
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا في غير سياقه الأصلي من أجل ترويج خبر غير صحيح.",
هذا المقطع ليس من استهداف السفينة البلغارية، بل يظهر اشتعال النيران في سفينة الشحن ميرسك هونام عام 2018,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-ليس-من-استهداف-السفن-في-البح/,"لحظة استهداف سفينة بلغارية متجهة “لتل أبيب” على متنها عدد كبير من الحاويات الداعمة لإسرائيل


ابو اليمن قول وفعل",,"['https://www.youtube.com/watch?v=E6DVmY3iU9M', 'https://www.maersk.com/news/articles/2020/10/20/statement-maersk-honam']"
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/disarming-disinformation/,,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/fatabyyano-announces-the-launch-of-kinan-the-smart-fact-checking-assistant-in-partnership-with-meedan/,,,
جيبوتي -Djibouti حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/جيبوتي-djibouti-حملة-covid-19-vs-f19/,,,
اليمن -Yemen حملة COVID-19 vs F19,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/اليمن-yemen-حملة-covid-19-vs-f19/,,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/371617829383-2/,#عاجل_الان: اليابان تحظر لقاحات كورونا بعد زيادة الوفيات… اللقاح تسبب في الكثير من الوفيات الآن اليابان تواجه انهيارًا سكانيًا حيث يموت عدد أكبر من المواطنين أكثر من عدد الذين يولدون… تحذر بقية الدول,,
هذا الفيديو ليس من استهداف السفن في البحر الأحمر بل يظهر تدريبات للبحرية النرويجية عام 2013,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-متداول-منذ-عام-2013،-ولا-يبين-اس/,"#عاجـــــــــل
أنباء متداولة عن استهداف سفينة جديدة منذ قليل في البحر الأحمر بعد أن تجاهلت الإنذارات واغلقت جهاز الإتصال لتعريف",,['https://www.facebook.com/Forsvaret/videos/4917410177402/?idorvanity=157087024348788']
هذا المقطع يظهر احتراق سفينة في الشارقة عام 2019، وليس بارجة إسرائيلية استهدفها الحوثيون في البحر الأحمر,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-يظهر-احتراق-سفينة-في-الشارق/,#عاجل سي ان ان تنقل ان صاروخ كروز استهدف بارجة حربية إ،،، رائيلية في باب المندب وسائل إعلام عبرية تتحدث عن احتراق السفينه وجهت نداءات إنقاذ #اليمن,"هذا المقطع يعود لاحتراق سفينة في الشارقة عام 2019 ولم يعلن الحوثيون استهداف بارجة حربية إسرائيلية قرب باب المندب
بحسب فرانس24 –دون تصرف-: أعلنت القيادة المركزية الأميركية “سنتكوم” أنّ صاروخاً أطلقه المتمرّدون الحوثيون المدعومين من إيران أصاب الإثنين 11 ديسمبر ناقلة ترفع علم النروج أثناء إبحارها قبالة اليمن، مشيرة إلى أنّه لم ترد في الحال أنباء عن وقوع ضحايا من جراء هذه الضربة.
ويأتي هذا الهجوم بعدما توعّد المتمرّدون اليمينيون السبت بمنع مرور السفن المتوجّهة الى الموانئ الإسرائيلية عبر البحر الأحمر، ما لم يتم إدخال أغذية وأدوية إلى قطاع غزة.
في أعقاب ذلك، تناقل ناشطون على فيسبوك مقطعًا يدّعون أنه يظهر احتراق بارجة إسرائيلية بعد أن استهدفها الحوثيون،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن الادعاء غير صحيح،
إذ من خلال البحث العكسي عن إحدى مشاهد المقطع الثابتة في محرك جوجل تبين أنه قديم،
ومتداول في 04 سبتمبر 2019 في سياق احتراق سفينة تحوي أكثر من 100 مركبة بالشارقة آنذاك،

كذلك، قاد البحث حول هذا الحديث إلى المقطع ذاته أيضًا نشرته صحيفة الإمارات اليوم ضمن تقريرها حوله حينها،
بينما أفادت خلاله أن حريقًا نشب في مركب خشبي مخصص للنقل البحري الثلاثاء 03 سبتمبر 2019 في ميناء الشارقة،
أدى إلى احتراق وتلف أكثر من 100 مركبة متنوعة، وتمكنت فرق إدارة الدفاع المدني من إخماد الحريق حينها دون تسجيل أي إصابات.


لقطة شاشة من مقال صحيفة الإمارات اليوم تظهر إحدى مشاهد مقطع الادعاء منشورة في 04 سبتمبر 2019

فيما لم يرصد فريق فتبينوا أي تقرير رسمي أو غير رسمي يفيد باستهداف أو تدمير بارجة إسرائيلية في البحر الأحمر مؤخرًا.
اقرأ أيضًا: هذه الصورة مفبركة وليست من السفينة التي أعلن الحوثيون استهدافها مؤخرًا بل من مناورة إيرانية عام 2015
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل، لأنه استخدم مقطعًا قديمًا في غير سياقه الأصلي من أجل ترويج خبر غير صحيح.",
هذه الصورة التي قيل إنها لمنشورات من فصائل عراقية تهدد بمهاجمة مجموعات تابعة لإيران في محافظة نينوى العراقية مفبركة,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذه-الصورة-التي-قيل-إنها-لمنشورات-من-فص/,متابعات مجموعة عراقية مزعومة تهدد بمهاجمة الميليشيات التابعة لإيران في الموصل. ووزعت منشورة تابعة لجماعة مجهولة هي جيش الجبهة الوطنية، إعلانا تحذيريا على المدنيين في الموصل “من أجل سلامتكم، عليكم الابتعاد عن قوات الحشد الشعبي الإيرانية أو أي ميليشيا عراقية تابعة لإيران، الجيش”. الجبهة الوطنية ستقصف الميليشيات الإيرانية من أجل إعادة نينوى إلى أصولها وإلى أهلها العراقيين”.,"هذه الصورة مفبركة، والصورة الأصلية تعود لمنشورات ألقيت على منطقة بيت لاهيا في قطاع غزة
قاد البحث العكسي عن الصورة في محرك جوجل، إلى صورة مطابقة متداولة في 12 نوفمبر 2023،
إلا أنها تضمنت نصًا مختلفًا، إذ زعم ناشروها خلالها أنها تظهر “منشورات أسقطها الجيش الإسرائيلي على السكان في جنوب لبنان”.


 










عرض هذا المنشور على Instagram






















 
‏‎تمت مشاركة منشور بواسطة ‏‎Al Mashhad المشهد‎‏ (@‏‎almashhadmedia‎‏)‎‏



إلا أن عدة مصادر محلية لبنانية كانت قد نفت صحة خبر إلقاء هذه المناشير حينها هنـا، هنـا وهنـا.
وهذا ويكشف تحليل مستوى الخطأ في صورة الادعاء وهذه الصورة عن فروقات في مستويات الجودة ضمن الصورة – في منطقة النّص تحديدًا -،
مما يبيّن أن هذه المنطقة يمكن أن تكون معدّلة.


نتيجة تحليل مستوى الخطأ في صورة الادعاء – إلى اليمين- وصورة مطابقة متداول على أنها في لبنان – إلى اليسار-

فيما رصد فريق فتبينوا عدة صور تظهر منشورًا مطابقًا – مع اختلاف النص – تداولتها حسابات في 12 أكتوبر  هنـا، هنـا، هنـا وهنـا،
على أنها تبين – بحسب الوصف – منشورات ألقتها طائرات حربية إسرائيلية تطالب سكان بيت لاهيا شمال قطاع غزة بإخلاء منازلهم.

هذا وأظهر مقطع فيديو نشرته قناة التلفزيون العربي جزءا من هذه المنشورات عرضها مراسل التلفزيون من غزة في سياق تغطيتهم للحرب الجارية منذ 07 أكتوبر 2023،
مما يؤكد أن المنشور الأصلي يعود لهذا الحدث.

اقرأ أيضًا: هذه الصورة مفبركة وليست من السفينة التي أعلن الحوثيون استهدافها مؤخرًا بل من مناورة إيرانية عام 2015 
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه زائف، لأنه استخدم صورة مفبركة من أجل ترويج خبر غير صحيح.",
هذا المقطع متداول منذ عام 2016 على الأقل، ولا يبين لحظة استهداف الحوثي السفينة النرويجية مؤخرًا,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-متداول-منذ-عام-2016-على-الأقل،-و/,لحظة استهداف السفينة النرويجية التي كانت متجهة إلى إسرائيل.,,['https://www.facebook.com/100072453816383/videos/852430214916652/']
هذا الفيديو يظهر تفجير نفق في سوريا عام 2014 وليس لانفجار في غزة إثر القصف الإسرائيلي,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-الفيديو-يظهر-تفجير-نفق-في-سوريا-عام/,‏انها حرب الابادة الكاملة على غزة!!!‏ اللهم اجعلها بردا وسلاما على أهلنا في غزة,"هذا المقطع قديم ويظهر تفجير نفق في سوريا، وليس انفجارًا في غزة إثر القصف الإسرائيلي
نقلًا عن وكالة فرانس -بدون تصرف-: «فيما استأنف الجيش الإسرائيلي عملياته، دوت صافرات الإنذار من صواريخ محتملة في بلدات قرب القطاع، كما قال الجيش الإسرائيلي إنه اعترض صباحا صاروخا أطلق من غزة قبيل انتهاء الهدنة مع حماس. وانتهت صباح الجمعة الهدنة عند السابعة بالتوقيت المحلي (الخامسة ت غ) بعد سبعة أيام من سريانها في 24 نوفمبر/تشرين الثاني.»
في هذا السياق، تناقل ناشطون على مواقع التواصل مقطعًا يدعون أنه يظهر جانبًا من هذا القصف الإسرائيلي على غزة،
إلا أن التحري الذي أجراه فريق فتبينوا كشف أن المقطع قديم،
إذ قاد البحث عن إحدى مشاهد المقطع الثابتة في محرك ياندكس إلى اللقطة ذاتها نشرتها شبكة الجزيرة الإعلامية في مايو 2014،
كما أوضحت في تفاصيلها -بدون تصرف-: ‪تفجير حاجز الصحابة‬ تفجير حاجز الصحابة كان أشبه بالزلزال من شدة الانفجار.
فيما قاد البحث بهذه المعطيات إلى  مقطع الادعاء كاملًا نشرته قناة فرانس 24 في 07 مايو 2014،

كذلك رصد فريق فتبينوا مشاهد مطابقة للحدث ذاته من زاوية مختلفة نشرتها إحدى المصادر المحلية في 06 مايو 2014،
هذا وأفاد تقرير نشرته فرانس 24 في 08 مايو 2014 -بدون تصرف-: نفذ يوم الثلاثاء خارج بلدة معرة النعمان في محافظة إدلب الشمالية الغربية حيث وضع مقاتلو المعارضة مواد ناسفة في نفق أسفل نقطة تفتيش فقتلوا 30 من قوات الحكومة.
اقرأ أيضًا: هذا الفيديو يظهر الة حفر الانفاق في مناجم أستراليا عام 2019 وليس من الأنفاق التي تمتلكها حماس في قطاع غزة
تقييم فتبينوا: بناء على ما سبق، قررت منصة فتبينوا تصنيف الادعاء على أنه مضلل،
 لأنه استخدم مقطعًا قديمًا لتفجير نفق في سوريا عام 2014 ونسبه إلى الحرب الجارية في غزة.",
هذا المقطع متداول منذ عام 2016 في سوريا وليس من الصواريخ التي أطلقت حديثًا من جنوب لبنان باتجاه الجيش الإسرائيلي,2024-04-12T01:59:53+03:00,زائف,https://fatabyyano.net/هذا-المقطع-متداول-منذ-عام-2016-في-سوريا-ولي/,صاروخ كورنيت من جنوب لبنان قوات الرضوان على جنود الاحتلال اصابة مباشرة ..,,[]
